Position,Ratio
1575,0.3548387096774194
41673,40.99999999999999
41685,40.99999999999999
42715,40.99999999999999
43643,40.99999999999999
47822,1.0
49568,1.0
59933,0.5238095238095238
132605,1.909090909090909
132798,1.909090909090909
170859,1.0
174681,1.6451612903225805
174696,1.6451612903225805
180957,1.6451612903225805
183257,1.6451612903225805
189617,1.6451612903225805
195977,0.6296296296296297
196856,0.6296296296296297
196878,0.6296296296296297
196987,0.6296296296296297
202556,0.6296296296296297
210929,70.99999999999999
212222,70.99999999999999
212263,70.99999999999999
212264,70.99999999999999
212267,70.99999999999999
213268,70.99999999999999
213269,70.99999999999999
501286,11.0
657581,31.0
657790,31.0
657815,31.0
664825,3.7272727272727266
672202,3.7272727272727266
672235,3.7272727272727266
672240,3.7272727272727266
682536,21.0
682768,21.0
686011,2.707317073170732
686017,2.707317073170732
686170,2.707317073170732
686176,2.707317073170732
687884,2.707317073170732
689720,2.707317073170732
692365,2.707317073170732
693924,2.707317073170732
693947,2.707317073170732
693955,2.707317073170732
697474,2.707317073170732
699274,5.545454545454545
699292,5.545454545454545
701089,5.545454545454545
706899,5.545454545454545
712887,5.545454545454545
712889,5.545454545454545
716012,60.99999999999999
719620,60.99999999999999
719622,60.99999999999999
721033,60.99999999999999
727321,60.99999999999999
727364,60.99999999999999
733946,2.9047619047619047
734884,2.9047619047619047
735001,2.9047619047619047
737584,2.9047619047619047
737619,2.9047619047619047
742117,2.9047619047619047
751223,3.8571428571428568
751264,3.8571428571428568
756530,3.8571428571428568
757001,3.8571428571428568
757432,3.8571428571428568
758695,3.8571428571428568
763730,3.8571428571428568
765465,3.8571428571428568
768749,3.8571428571428568
768951,3.8571428571428568
772124,3.8571428571428568
772143,3.8571428571428568
775897,3.8571428571428568
775898,3.8571428571428568
779564,3.8571428571428568
781277,3.8571428571428568
787427,6.454545454545454
787519,6.454545454545454
787523,6.454545454545454
787627,6.454545454545454
787751,6.454545454545454
788046,6.454545454545454
790184,6.454545454545454
797701,1.3225806451612903
799305,1.3225806451612903
799307,1.3225806451612903
800325,1.3225806451612903
877238,11.0
933407,4.636363636363636
933604,4.636363636363636
934360,4.636363636363636
937256,4.636363636363636
943065,4.636363636363636
947845,3.7272727272727266
954831,3.7272727272727266
954836,3.7272727272727266
955051,3.7272727272727266
1008965,1.4761904761904763
1011152,1.4761904761904763
1014372,1.4761904761904763
1025200,60.99999999999999
1027433,60.99999999999999
1029128,60.99999999999999
1029411,60.99999999999999
1032232,60.99999999999999
1032389,60.99999999999999
1032717,70.99999999999999
1033603,70.99999999999999
1038635,70.99999999999999
1038645,70.99999999999999
1038660,70.99999999999999
1038816,70.99999999999999
1049665,70.99999999999999
1051373,11.952380952380953
1052448,11.952380952380953
1052455,11.952380952380953
1052960,11.952380952380953
1054577,11.952380952380953
1054632,11.952380952380953
1054641,11.952380952380953
1055270,11.952380952380953
1055285,11.952380952380953
1057244,11.952380952380953
1058089,11.952380952380953
1058092,11.952380952380953
1058111,11.952380952380953
1058334,11.952380952380953
1059303,11.952380952380953
1059627,11.952380952380953
1059673,11.952380952380953
1059674,11.952380952380953
1059681,11.952380952380953
1059955,11.952380952380953
1060575,11.952380952380953
1060584,11.952380952380953
1060593,11.952380952380953
1060752,11.952380952380953
1061130,11.952380952380953
1064416,3.258064516129032
1074130,3.258064516129032
1074131,3.258064516129032
1074467,3.258064516129032
1074473,3.258064516129032
1074483,3.258064516129032
1077268,3.258064516129032
