Position,Ratio
14966,2.0
2040768,1.0
5460055,2.0
11186761,0.5
11202828,3.0
11211636,3.0
11218614,0.3333333333333333
11227055,6.0
11227060,6.0
11227070,6.0
11227071,6.0
11227749,6.0
11702773,0.07692307692307693
11702774,0.07692307692307693
11702806,0.07692307692307693
11725026,0.08108108108108109
11728927,0.08108108108108109
11731927,0.1875
11732512,0.1875
11732521,0.1875
11732792,0.1875
11732938,0.1875
11818200,0.6666666666666666
11829304,0.4
12806581,1.0
13448933,1.6666666666666667
13449816,1.6666666666666667
13449821,1.6666666666666667
13449823,1.6666666666666667
14080885,2.0
16309931,2.0
17402477,2.0
18036595,2.0
18155812,2.0
18741486,2.0
20278977,2.0
21046447,2.0
23206476,1.0
26457834,3.0
26458077,3.0
26474069,2.0
26579341,2.0
