Position,Ratio
100,0.1680532445923461
82825,101.0
1247713,101.0
1405085,101.0
1775592,101.0
3057628,101.0
3775054,101.0
4919240,101.0
5482374,101.0
5755261,101.0
6035523,101.0
6890304,101.0
6983113,101.0
9507519,101.0
10163762,101.0
13418566,101.0
13577383,101.0
13591813,0.6677740863787375
13591845,0.6677740863787375
13599597,0.4293865905848787
13599643,0.4293865905848787
13599674,0.4293865905848787
13685858,0.1680532445923461
13701908,0.5024875621890548
13718411,0.12609238451935081
13720322,0.05937683715461493
13736776,0.2518703241895262
13754783,0.14407988587731813
13783852,0.06728847435043304
13784863,0.1008991008991009
13789583,101.0
13816311,0.07209136331192006
13838146,0.1680532445923461
13861982,0.06728847435043304
14189769,0.14407988587731813
14212272,0.14407988587731813
14216080,0.22308546059933407
14216123,0.22308546059933407
14219070,0.0560799555802332
14219510,0.572039942938659
14219628,0.572039942938659
14219751,0.572039942938659
14219825,0.572039942938659
14224329,0.0560799555802332
14865971,200.99999999999997
14865975,200.99999999999997
15379713,101.0
