Position,Ratio
60354,2.0
79904,2.0
370865,2.0
410424,2.0
561780,2.0
659516,2.0
712350,2.0
1014040,2.0
1099234,2.0
1116957,2.0
1178262,2.0
1462510,2.0
1659976,4.5
1659996,4.5
1660000,4.5
1660007,4.5
1660018,4.5
1660024,4.5
1660118,4.5
1660119,4.5
1660122,4.5
1660127,4.5
1660157,4.5
1660163,4.5
1660169,4.5
1660171,4.5
1660173,4.5
1660184,4.5
1660186,4.5
1716577,0.06060606060606061
1722495,0.44
1728056,0.44
1732257,0.44
1732362,0.44
1732461,0.44
1732480,0.44
1732647,0.44
1732706,0.44
1732984,0.44
1732992,0.44
1740359,2.0
1740736,2.0
1740885,2.0
1740901,2.0
1740926,2.0
1755652,0.022988505747126436
1829319,2.0
1832760,2.0
1842690,2.0
1944325,3.0
1954456,3.0
1978094,3.0
1988662,3.0
2068995,0.11764705882352941
2203688,2.0
2362567,1.0
2699730,2.0
2706712,2.0
2722525,1.0
2834370,2.0
2953734,0.13636363636363635
2961776,0.13636363636363635
2979745,1.0
3013188,2.0
3023268,0.36363636363636365
3026125,0.36363636363636365
3027810,0.36363636363636365
3054305,0.05263157894736842
3096584,2.0
3160201,2.0
3183923,0.10526315789473684
3197040,2.0
3226374,6.0
3230289,6.0
3230298,6.0
3235283,6.0
3235394,6.0
3264073,2.0
3328194,2.0
3349667,3.0
3353918,3.0
3467243,2.0
3545655,1.0
3570669,2.0
3610078,3.0
3610087,3.0
3635550,2.0
3689398,1.0
3733354,0.3076923076923077
3733362,0.3076923076923077
3742729,0.3076923076923077
3747628,0.058823529411764705
3806940,6.0
3807138,6.0
3807142,6.0
3807143,6.0
3807149,6.0
3834954,0.4
3840708,0.09090909090909091
3840712,0.09090909090909091
3873056,0.044444444444444446
3931603,2.0
3947307,0.6538461538461539
3950685,0.6538461538461539
3950813,0.6538461538461539
3950840,0.6538461538461539
3950978,0.6538461538461539
3951101,0.6538461538461539
3951235,0.6538461538461539
3951242,0.6538461538461539
3951297,0.6538461538461539
3951391,0.6538461538461539
3951439,0.6538461538461539
3951479,0.6538461538461539
3951553,0.6538461538461539
3951601,0.6538461538461539
3951639,0.6538461538461539
3951717,0.6538461538461539
3951728,0.6538461538461539
3951774,0.6538461538461539
3951817,0.6538461538461539
3951995,0.6538461538461539
3952102,0.6538461538461539
3952110,0.6538461538461539
3952224,0.6538461538461539
3952669,0.6538461538461539
3952671,0.6538461538461539
3952840,0.6538461538461539
3953202,0.6538461538461539
3953240,0.6538461538461539
3953318,0.6538461538461539
3953952,0.6538461538461539
3953984,0.6538461538461539
3954065,0.6538461538461539
3954307,0.6538461538461539
3954691,0.18888888888888888
3954804,0.18888888888888888
3954893,0.18888888888888888
3955010,0.18888888888888888
3955064,0.18888888888888888
3955274,0.18888888888888888
3955695,0.18888888888888888
3955926,0.18888888888888888
3955943,0.18888888888888888
3965870,0.18888888888888888
3966377,0.18888888888888888
3966515,0.18888888888888888
3966612,0.18888888888888888
3966790,0.18888888888888888
3967163,0.18888888888888888
3967289,0.18888888888888888
3967617,0.12727272727272726
3968032,0.12727272727272726
3968277,0.12727272727272726
3969274,0.12727272727272726
3969281,0.12727272727272726
3969358,0.12727272727272726
3970417,0.12727272727272726
3972177,0.12727272727272726
3972228,0.12727272727272726
3972485,0.12727272727272726
3972821,0.12727272727272726
3972984,0.12727272727272726
3973266,0.12727272727272726
3974254,0.12727272727272726
3974430,0.12727272727272726
3974513,0.12727272727272726
3974869,0.12727272727272726
3974936,0.12727272727272726
3975933,0.12727272727272726
3976035,0.12727272727272726
3976130,0.12727272727272726
3976292,0.12727272727272726
3976379,0.12727272727272726
3976439,0.12727272727272726
3976562,0.12727272727272726
3976659,0.12727272727272726
3976910,0.12727272727272726
3977790,0.12727272727272726
3977899,0.12727272727272726
3978079,0.12727272727272726
3978776,0.12727272727272726
3978803,0.12727272727272726
3978951,0.12727272727272726
3979241,0.12727272727272726
3981095,0.09009009009009009
3983079,0.09009009009009009
3983764,0.09009009009009009
3984591,0.09009009009009009
3984711,0.09009009009009009
3985338,0.09009009009009009
3985422,0.09009009009009009
3985460,0.09009009009009009
3985608,0.09009009009009009
3985659,0.09009009009009009
3985813,0.09009009009009009
3985916,0.09009009009009009
3986252,0.09009009009009009
3986415,0.09009009009009009
3986697,0.09009009009009009
3987470,0.09009009009009009
3994542,0.09009009009009009
3994738,0.09009009009009009
3998378,0.09009009009009009
3998880,0.16929133858267717
3999299,0.16929133858267717
3999394,0.16929133858267717
3999556,0.16929133858267717
3999623,0.16929133858267717
3999643,0.16929133858267717
3999703,0.16929133858267717
3999826,0.16929133858267717
3999923,0.16929133858267717
4000094,0.16929133858267717
4000168,0.16929133858267717
4000451,0.16929133858267717
4000567,0.16929133858267717
4000647,0.16929133858267717
4001118,0.16929133858267717
4002184,0.16929133858267717
4003654,0.16929133858267717
4003767,0.16929133858267717
4003844,0.16929133858267717
4005627,0.16929133858267717
4005722,0.16929133858267717
4005766,0.16929133858267717
4006036,0.16929133858267717
4006049,0.16929133858267717
4006166,0.16929133858267717
4006681,0.16929133858267717
4007234,0.16929133858267717
4007396,0.16929133858267717
4008452,0.16929133858267717
4009081,0.16929133858267717
4009413,0.16929133858267717
4009532,0.16929133858267717
4009705,0.16929133858267717
4009722,0.16929133858267717
4009861,0.16929133858267717
4010158,0.16929133858267717
4010949,0.16929133858267717
4010979,0.16929133858267717
