Genome_size,Contigs,Deviation,
1000000,700,0.722414557
1000000,700,0.349504027
1000000,700,0.144089625
1000000,700,0.358339067
1000000,700,0.18216558
1000000,1300,0.351298613
1000000,1300,0.452497436
1000000,1300,0.819469597
1000000,1300,0.872115157
1000000,1300,0.200962378
3000000,700,0.464420781
3000000,700,0.0841625
3000000,700,0.008905058
3000000,700,0.919878484
3000000,700,0.438807021
3000000,1300,0.478860267
3000000,1300,0.290942815
3000000,1300,0.042472798
3000000,1300,0.947344031
3000000,1300,0.021107599
5000000,700,0.693187611
5000000,700,0.045093676
5000000,700,0.786659919
5000000,700,0.139665623
5000000,700,0.688768877
5000000,1300,0.090946399
5000000,1300,0.013943361
5000000,1300,0.461233077
5000000,1300,0.634532433
5000000,1300,0.638345574
7000000,700,0.276515392
7000000,700,0.301115654
7000000,700,0.090341475
7000000,700,0.21608137
7000000,700,0.496414892
7000000,1300,0.041702991
7000000,1300,0.201718558
7000000,1300,0.169062705
7000000,1300,0.474159922
7000000,1300,0.267653219
9000000,700,0.029056101
9000000,700,0.472320846
9000000,700,0.10373971
9000000,700,0.233103963
9000000,700,0.942562283
9000000,1300,0.951759527
9000000,1300,0.101895356
9000000,1300,0.132448785
9000000,1300,0.163819939
9000000,1300,0.413878508
11000000,700,0.069988009
11000000,700,0.204690591
11000000,700,0.49189459
11000000,700,0.169368706
11000000,700,0.055591878
11000000,1300,0.091214206
11000000,1300,0.443994293
11000000,1300,0.211388065
11000000,1300,0.011272898
11000000,1300,0.094239714
13000000,700,0.480017528
13000000,700,0.042309593
13000000,700,0.222303487
13000000,700,0.662394703
13000000,700,0.145208573
13000000,1300,0.381635046
13000000,1300,0.186510445
13000000,1300,0.521434165
13000000,1300,0.119230207
13000000,1300,0.525174954
15000000,700,0.089067787
15000000,700,0.714741985
15000000,700,0.465597278
15000000,700,0.175622456
15000000,700,0.176682525
15000000,1300,0.268012049
15000000,1300,0.174784366
15000000,1300,0.002325003
15000000,1300,0.160489234
15000000,1300,0.378649127
