Position,Ratio
14966,0.5238095238095238
2040768,1.0
5460055,0.5238095238095238
11186761,0.5321637426900584
11202828,0.5321637426900584
11211636,0.5321637426900584
11218614,0.5321637426900584
11227055,0.5321637426900584
11227060,0.5321637426900584
11227070,0.5321637426900584
11227071,0.5321637426900584
11227749,0.5321637426900584
11702773,0.05598243688254665
11702774,0.05598243688254665
11702806,0.05598243688254665
11725026,0.05598243688254665
11728927,0.05598243688254665
11731927,0.08647990255785627
11732512,0.08647990255785627
11732521,0.08647990255785627
11732792,0.08647990255785627
11732938,0.08647990255785627
11818200,0.08647990255785627
11829304,0.08647990255785627
12806581,0.016641452344931924
13448933,0.4059405940594059
13449816,0.4059405940594059
13449821,0.4059405940594059
13449823,0.4059405940594059
14080885,0.3548387096774194
16309931,1.0
17402477,0.5238095238095238
18036595,1.0
18155812,1.0
18741486,0.26829268292682934
20278977,1.0
21046447,0.3548387096774194
23206476,0.3548387096774194
26457834,2.818181818181818
26458077,2.818181818181818
26474069,2.818181818181818
26579341,1.0
