Position,Ratio
698,1.375
730,1.375
755,1.375
67663,1.375
67673,1.375
78519,1.375
111864,1.375
117328,1.375
117329,1.375
117331,1.375
926694,2.0
2002182,1.2222222222222223
2004509,1.2222222222222223
2004519,1.2222222222222223
2015253,1.2222222222222223
2043229,1.2222222222222223
2050605,1.2222222222222223
2050611,1.2222222222222223
2050623,1.2222222222222223
2080758,1.2222222222222223
2082882,1.2222222222222223
2191573,1.5
2289147,1.5
2694377,1.2
2721393,1.2
2757115,1.2
2757149,1.2
2757164,1.2
2845346,1.25
2853382,1.25
2853391,1.25
2855156,1.25
3742661,1.5
3754973,1.5
3764716,1.5
3780409,1.5
3792288,1.5
3811340,1.5
3837854,1.5
3844293,1.5
5351629,1.1666666666666667
5365416,1.1666666666666667
5383195,1.1666666666666667
5393506,1.1666666666666667
5394193,1.1666666666666667
5394917,1.1666666666666667
5642141,1.4
5663445,1.4
5663453,1.4
5663455,1.4
5673857,1.4
5673859,1.4
6160553,2.0
6161952,2.0
6167716,2.0
6172636,2.0
6172643,2.0
6172644,2.0
6237892,2.0
6258395,2.0
6274093,2.0
6756624,1.375
6756627,1.375
6756630,1.375
6778449,1.375
6782444,1.375
6783276,1.375
6807764,1.375
6853061,1.375
6853067,1.375
6910660,1.375
10506229,2.0
10551301,2.0
10592767,2.0
10618147,2.0
10618160,2.0
10650425,2.0
10662340,2.0
10662805,2.0
10666147,2.0
21099948,2.6
21106674,2.6
21116975,2.6
21117069,2.6
21130809,2.6
21133899,2.6
21135008,2.6
21144650,2.6
21172582,2.6
21172591,2.6
21175492,2.6
21178549,2.6
22295223,1.3181818181818181
22295250,1.3181818181818181
22297895,1.3181818181818181
22304891,1.3181818181818181
22304895,1.3181818181818181
22327000,1.3181818181818181
22331311,1.3181818181818181
22356015,1.3181818181818181
22360812,1.3181818181818181
22377485,1.3181818181818181
22377488,1.3181818181818181
22377492,1.3181818181818181
22378803,1.3181818181818181
22378811,1.3181818181818181
22380346,1.3181818181818181
22380349,1.3181818181818181
22380373,1.3181818181818181
